place,date,penol,bacteria,cd,cn,pb,cr6,as,hg,cr,ni,benzen
하남,2023-06-07,정량한계미만,9500,,,,,,,,,
하동,2023-06-07,정량한계미만,2000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
하수남천,2023-06-07,,,,,,,,,,,
하잠교,2023-06-07,0,210,0,0,0,0,0,0,,,
한탄강1,2023-06-07,,,,,,,,,,,
함안,2023-06-07,정량한계미만,78000,,,,,,,,,
함평,2023-06-07,0,15000,0,0,0.00003,0,0.00145,0,,,
함평천1,2023-06-07,정량한계미만,2900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
함평천2,2023-06-07,정량한계미만,4300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
함평천3,2023-06-07,,,,,,,,,,,
향목동천,2023-06-07,정량한계미만,79,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
형산강5,2023-06-07,정량한계미만,170,,,,,,,,,
홍천강3,2023-06-07,,,,,,,,,,,
화양천,2023-06-07,정량한계미만,8,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
화원나루,2023-06-07,,,,,,,,,,,
화천,2023-06-07,,,,,,,,,,,
화포천,2023-06-07,,,,,,,,,,,
황강3,2023-06-07,,,,,,,,,,,
황룡강1,2023-06-07,정량한계미만,2500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
황룡강2,2023-06-07,정량한계미만,1600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
흑천2,2023-06-07,,,,,,,,,,,
고막원천1,2023-06-07,,,,,,,,,,,
구산천,2023-06-07,,,,,,,,,,,
김제,2023-06-07,정량한계미만,400,,,,,,,,,
동진강3,2023-06-07,정량한계미만,130,,,,,,,,,
목감천2,2023-06-07,,,,,,,,,,,
무안천,2023-06-07,,,,,,,,,,,
산본천,2023-06-07,,,,,,,,,,,
식지천,2023-06-07,,,,,,,,,,,
안양천1,2023-06-07,,,,,,,,,,,
안양천3,2023-06-07,,,,,,,,,,,
안양천7,2023-06-07,,,,,,,,,,,
안양천8,2023-06-07,,,,,,,,,,,
가대천,2023-06-08,정량한계미만,79,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
가정천,2023-06-08,,,,,,,,,,,
가천,2023-06-08,0,214,0,0,0,0,0,0,,,
가평천3,2023-06-08,,,,,,,,,,,
갑천1,2023-06-08,정량한계미만,8000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
갑천2,2023-06-08,정량한계미만,9000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
갑천3,2023-06-08,정량한계미만,30000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
갑천4,2023-06-08,정량한계미만,30000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
갑천5,2023-06-08,정량한계미만,17000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
갑천6,2023-06-08,정량한계미만,7700,,,,,,,,,
강진천,2023-06-08,정량한계미만,17000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
경호천,2023-06-08,,,,,,,,,,,
계성천,2023-06-08,,,,,,,,,,,
고달,2023-06-08,정량한계미만,9000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
곡교천2,2023-06-08,정량한계미만,480000,,,,,,,,,
곡성,2023-06-08,정량한계미만,11000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
골포천,2023-06-08,,,,,,,,,,,
공주1,2023-06-08,정량한계미만,220,,,,,,,,,
관리천,2023-06-08,,,,,,,,,,,
광려천2,2023-06-08,,,,,,,,,,,
구룡천,2023-06-08,,,,,,,,,,,
굴지천,2023-06-08,,,,,,,,,,,
금계천1,2023-06-08,,,,,,,,,,,
금곡천,2023-06-08,정량한계미만,15000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
금호강4,2023-06-08,,,,,,,,,,,
길안천1,2023-06-08,,,,,,,,,,,
낙동강하구언1,2023-06-08,,,,,,,,,,,
낙동강하구언2,2023-06-08,,,,,,,,,,,
내가천,2023-06-08,정량한계미만,140,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
내황,2023-06-08,정량한계미만,7600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
냉천,2023-06-08,정량한계미만,2200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
달천1,2023-06-08,,,,,,,,,,,
달천3,2023-06-08,,,,,,,,,,,
대가천1,2023-06-08,,,,,,,,,,,
대가천2,2023-06-08,,,,,,,,,,,
대가천3,2023-06-08,,,,,,,,,,,
대전천1,2023-06-08,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대전천2,2023-06-08,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대전천3,2023-06-08,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대전천4,2023-06-08,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
덕천강1,2023-06-08,정량한계미만,300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
덕천강2,2023-06-08,정량한계미만,600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
동막천,2023-06-08,,,,,,,,,,,
동천,2023-06-08,정량한계미만,7800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
마산천,2023-06-08,정량한계미만,8300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
매포천,2023-06-08,0,10,0,0,0,0,0,0,,,
명촌,2023-06-08,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
목현천,2023-06-08,,,,,,,,,,,
무갑천,2023-06-08,,,,,,,,,,,
미호강10,2023-06-08,정량한계미만,27000,,,,,,,,,
백천1,2023-06-08,,,,,,,,,,,
병보천,2023-06-08,,,,,,,,,,,
보성강6,2023-06-08,정량한계미만,5500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
복계천,2023-06-08,,,,,,,,,,,
봉곡천,2023-06-08,,,,,,,,,,,
부강,2023-06-08,정량한계미만,520,,,,,,,,,
부기천,2023-06-08,,,,,,,,,,,
삽교천1,2023-06-08,정량한계미만,200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
삽교천2,2023-06-08,정량한계미만,500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
삽교천3,2023-06-08,정량한계미만,860,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
석관천,2023-06-08,,,,,,,,,,,
섬강1,2023-06-08,,,,,,,,,,,
섬강3,2023-06-08,정량한계미만,20,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
섬강6,2023-06-08,정량한계미만,33,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
소양강2,2023-06-08,정량한계미만,2,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
소양천1,2023-06-08,정량한계미만,2300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
소양천2,2023-06-08,정량한계미만,2300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
수어천1,2023-06-08,0,472,0,0,0,0,0,0,,,
신답,2023-06-08,정량한계미만,23000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
앙성천,2023-06-08,정량한계미만,920,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
양천2,2023-06-08,정량한계미만,200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영덕천,2023-06-08,정량한계미만,1100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영암천1,2023-06-08,정량한계미만,94000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
오산천1,2023-06-08,,,,,,,,,,,
오산천2,2023-06-08,,,,,,,,,,,
오천천,2023-06-08,정량한계미만,730,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
옥계천,2023-06-08,,,,,,,,,,,
용계천,2023-06-08,,,,,,,,,,,
용암천,2023-06-08,정량한계미만,5000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
용전천1,2023-06-08,,,,,,,,,,,
욱수천,2023-06-08,,,,,,,,,,,
원서천1,2023-06-08,정량한계미만,39,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
원주,2023-06-08,정량한계미만,30,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
유동천2,2023-06-08,0,1986,0,0,0,0,0,0,,,
유등천2,2023-06-08,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
유등천3,2023-06-08,정량한계미만,6000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
유등천7,2023-06-08,정량한계미만,5000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
음성천1,2023-06-08,,,,,,,,,,,
이리천,2023-06-08,,,,,,,,,,,
임진강3,2023-06-08,,,,,,,,,,,
장평천,2023-06-08,정량한계미만,350,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제일(A),2023-06-08,정량한계미만,7900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제천천4,2023-06-08,,,,,,,,,,,
조종천4,2023-06-08,,,,,,,,,,,
주원천,2023-06-08,정량한계미만,30000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
죽령천,2023-06-08,정량한계미만,27,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
중방대천,2023-06-08,,,,,,,,,,,
지석천1,2023-06-08,정량한계미만,3900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
지석천3,2023-06-08,정량한계미만,2600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
진위천5,2023-06-08,,,,,,,,,,,
진위천6,2023-06-08,,,,,,,,,,,
청평,2023-06-08,,,,,,,,,,,
추곡천,2023-06-08,,,,,,,,,,,
춘성교,2023-06-08,,,,,,,,,,,
충주,2023-06-08,정량한계미만,7,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
칠성천,2023-06-08,정량한계미만,390,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
탄천2,2023-06-08,,,,,,,,,,,
태화,2023-06-08,정량한계미만,4500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
토일천,2023-06-08,,,,,,,,,,,
팔거천1,2023-06-08,,,,,,,,,,,
평림천,2023-06-08,0,31000,0,0,0,0,0,0,,,
학성,2023-06-08,정량한계미만,1700,,,,,,,,,
한천1,2023-06-08,,,,,,,,,,,
한탄강5,2023-06-08,,,,,,,,,,,
화순천,2023-06-08,정량한계미만,4500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
황룡강4,2023-06-08,0,22000,0,0,0,0,0,0,,,
황지3,2023-06-08,,,,,,,,,,,
회룡천,2023-06-08,,,,,,,,,,,
회야강1,2023-06-08,정량한계미만,9600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
회야강2,2023-06-08,정량한계미만,45000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
회야강3,2023-06-08,정량한계미만,18000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
흑천3,2023-06-08,정량한계미만,660,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
관촌,2023-06-08,0,10000,0,0,0.00003,0,0.00164,0,,,
금강천1,2023-06-08,,,,,,,,,,,
대강,2023-06-08,,,,,,,,,,,
만봉천,2023-06-08,,,,,,,,,,,
문평천,2023-06-08,,,,,,,,,,,
보성강2,2023-06-08,,,,,,,,,,,
영산천,2023-06-08,,,,,,,,,,,
오수천2,2023-06-08,0,24000,0,0,0.00005,0,0.00156,0,,,
옴천천2,2023-06-08,,,,,,,,,,,
요천1,2023-06-08,,,,,,,,,,,
요천3,2023-06-08,0,41000,0,0,0.00005,0,0.00096,0.0000004,,,
유치천1,2023-06-08,,,,,,,,,,,
임실,2023-06-08,0,2100,0,0,0.00001,0,0.00084,0,,,
장성천2,2023-06-08,,,,,,,,,,,
적성,2023-06-08,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
추령천,2023-06-08,,,,,,,,,,,
탐진강1,2023-06-08,,,,,,,,,,,
탐진강4,2023-06-08,0,71000,0,0,0.00002,0,0.00191,0,,,
탐진강5,2023-06-08,0,14000,0,0,0.00007,0,0.00233,0,,,
광양서천,2023-06-09,정량한계미만,2500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광천천,2023-06-09,정량한계미만,2800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
금강천2,2023-06-09,정량한계미만,4600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
금호강2,2023-06-09,,,,,,,,,,,
길산천1,2023-06-09,정량한계미만,2300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
남강1,2023-06-09,,,,,,,,,,,
남강4,2023-06-09,,,,,,,,,,,
남강6,2023-06-09,정량한계미만,140,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
내성천2,2023-06-09,,,,,,,,,,,
단장천1,2023-06-09,,,,,,,,,,,
단장천3,2023-06-09,,,,,,,,,,,
대암리,2023-06-09,,,,,,,,,,,
대천천,2023-06-09,정량한계미만,7200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
덕천강3,2023-06-09,,,,,,,,,,,
동창천1,2023-06-09,,,,,,,,,,,
말지천,2023-06-09,,,,,,,,,,,
무한천1,2023-06-09,정량한계미만,690,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
문산천4,2023-06-09,,,,,,,,,,,
미천,2023-06-09,,,,,,,,,,,
밀양강4,2023-06-09,,,,,,,,,,,
백곡천1,2023-06-09,정량한계미만,8,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
백곡천2,2023-06-09,정량한계미만,170,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
백련천,2023-06-09,정량한계미만,5000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
북면,2023-06-09,,,,,,,,,,,
석문동천1,2023-06-09,정량한계미만,17,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
석문동천2,2023-06-09,정량한계미만,17,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
소호천,2023-06-09,,,,,,,,,,,
송야천,2023-06-09,,,,,,,,,,,
수홍천,2023-06-09,,,,,,,,,,,
신령천,2023-06-09,,,,,,,,,,,
안망천,2023-06-09,,,,,,,,,,,
영천강1,2023-06-09,,,,,,,,,,,
오봉천,2023-06-09,,,,,,,,,,,
