place,date,penol,bacteria,cd,cn,pb,cr6,as,hg,cr,ni,benzen
안동1,2023-01-09,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
안동2,2023-01-09,정량한계미만,390,,,,,,,,,
안동3,2023-01-09,정량한계미만,330,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
안동4,2023-01-09,정량한계미만,380,,,,,,,,,
안성천3,2023-01-09,정량한계미만,39000,,,,,,,,,
여주1,2023-01-09,정량한계미만,440,,,,,,,,,
여주2,2023-01-09,,,,,,,,,,,
영순,2023-01-09,정량한계미만,170,,,,,,,,,
영월2,2023-01-09,정량한계미만,42,,,,,,,,,
예천1,2023-01-09,정량한계미만,360,,,,,,,,,
예천2,2023-01-09,정량한계미만,200,,,,,,,,,
왜관,2023-01-09,정량한계미만,440,,,,,,,,,
운계천,2023-01-09,정량한계미만,470,,,,,,,,,
의암댐,2023-01-09,정량한계미만,87,,,,,,,,,
이포,2023-01-09,,,,,,,,,,,
임진강7,2023-01-09,정량한계미만,2200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
적성,2023-01-09,정량한계미만,9200,,,,,,,,,
중원,2023-01-09,,,,,,,,,,,
충주댐,2023-01-09,정량한계미만,66,,,,,,,,,
칠곡,2023-01-09,,,,,,,,,,,
팔당댐,2023-01-09,정량한계미만,6,,,,,,,,,
학성,2023-01-09,정량한계미만,36,,,,,,,,,
함안,2023-01-09,,,,,,,,,,,
가평천1,2023-01-10,정량한계미만,920,,,,,,,,,
가평천2,2023-01-10,정량한계미만,1600,,,,,,,,,
강경천,2023-01-10,정량한계미만,440,,,,,,,,,
고막원천4,2023-01-10,0,71,,,,,,,,,
골지천2,2023-01-10,0,280,,,,,,,,,
골지천4,2023-01-10,정량한계미만,0,,,,,,,,,
구리,2023-01-10,,,,,,,,,,,
군위남천,2023-01-10,정량한계미만,280,,,,,,,,,
기계천,2023-01-10,정량한계미만,170,,,,,,,,,
김포,2023-01-10,정량한계미만,13000,,,,,,,,,
냉천,2023-01-10,정량한계미만,9200,,,,,,,,,
단장천2,2023-01-10,0,5,,,,,,,,,
달방천,2023-01-10,0,460,,,,,,,,,
달천2,2023-01-10,정량한계미만,4,,,,,,,,,
달천4,2023-01-10,정량한계미만,4,,,,,,,,,
달천5,2023-01-10,정량한계미만,16,,,,,,,,,
대교천1,2023-01-10,정량한계미만,1600,,,,,,,,,
대청,2023-01-10,,,,,,,,,,,
덕은,2023-01-10,정량한계미만,48,,,,,,,,,
덕천강1,2023-01-10,정량한계미만,710,,,,,,,,,
덕천강2,2023-01-10,정량한계미만,540,,,,,,,,,
도곡,2023-01-10,정량한계미만,820,,,,,,,,,
뚝도,2023-01-10,,,,,,,,,,,
마산천,2023-01-10,정량한계미만,1600,,,,,,,,,
만봉천,2023-01-10,,,,,,,,,,,
무심천1,2023-01-10,,,,,,,,,,,
무심천3,2023-01-10,정량한계미만,75000,,,,,,,,,
무안2,2023-01-10,0,0,0.00001,0,0.00004,0,0.0008,0.0000003,,,
문평천,2023-01-10,,,,,,,,,,,
미호강2,2023-01-10,,,,,,,,,,,
미호강5,2023-01-10,정량한계미만,6700,,,,,,,,,
미호강9,2023-01-10,,,,,,,,,,,
백곡천1,2023-01-10,정량한계미만,110,,,,,,,,,
백곡천2,2023-01-10,정량한계미만,2200,,,,,,,,,
백천,2023-01-10,,,,,,,,,,,
번천,2023-01-10,0,460,,,,,,,,,
병천천1,2023-01-10,,,,,,,,,,,
보강천1,2023-01-10,,,,,,,,,,,
보광,2023-01-10,정량한계미만,11000,,,,,,,,,
산동,2023-01-10,정량한계미만,2500,,,,,,,,,
삼포천2,2023-01-10,,,,,,,,,,,
석남천,2023-01-10,,,,,,,,,,,
석문동천1,2023-01-10,정량한계미만,350,,,,,,,,,
석문동천2,2023-01-10,정량한계미만,490,,,,,,,,,
성암천,2023-01-10,,,,,,,,,,,
세종1,2023-01-10,,,,,,,,,,,
송천4,2023-01-10,,,,,,,,,,,
쌍계천,2023-01-10,정량한계미만,110,,,,,,,,,
안성천1,2023-01-10,정량한계미만,7600,,,,,,,,,
안성천2,2023-01-10,정량한계미만,40000,,,,,,,,,
암사,2023-01-10,정량한계미만,2800,,,,,,,,,
양천2,2023-01-10,정량한계미만,700,,,,,,,,,
영등포,2023-01-10,정량한계미만,3200,,,,,,,,,
영산포2,2023-01-10,0,33,,,,,,,,,
영암천2,2023-01-10,,,,,,,,,,,
옴천천1,2023-01-10,0,33,,,,,,,,,
요도천,2023-01-10,정량한계미만,1700,,,,,,,,,
용두천,2023-01-10,,,,,,,,,,,
용수천,2023-01-10,0,290,,,,,,,,,
용호천,2023-01-10,,,,,,,,,,,
유등천1,2023-01-10,,,,,,,,,,,
유치천2,2023-01-10,,,,,,,,,,,
잠실,2023-01-10,정량한계미만,300,,,,,,,,,
장성천2,2023-01-10,,,,,,,,,,,
조종천1,2023-01-10,정량한계미만,540,,,,,,,,,
조종천2,2023-01-10,정량한계미만,1600,,,,,,,,,
조천1,2023-01-10,정량한계미만,2400,,,,,,,,,
조천2,2023-01-10,,,,,,,,,,,
주암댐,2023-01-10,0,17,0,0,0,0,0.00073,0,,,
지장천2,2023-01-10,정량한계미만,4,,,,,,,,,
천안천3,2023-01-10,,,,,,,,,,,
청미천2,2023-01-10,정량한계미만,8900,,,,,,,,,
청미천4,2023-01-10,정량한계미만,14000,,,,,,,,,
초평천,2023-01-10,정량한계미만,49,,,,,,,,,
충주천,2023-01-10,정량한계미만,3500,,,,,,,,,
칠성천,2023-01-10,정량한계미만,3500,,,,,,,,,
칠장천,2023-01-10,정량한계미만,54000,,,,,,,,,
탐진강2,2023-01-10,,,,,,,,,,,
한천,2023-01-10,,,,,,,,,,,
함평,2023-01-10,0,53,,,,,,,,,
함평천3,2023-01-10,,,,,,,,,,,
화천천,2023-01-10,,,,,,,,,,,
가양,2023-01-10,정량한계미만,13000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
갑천6,2023-01-10,정량한계미만,7700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
경안천9,2023-01-10,정량한계미만,7200,,,,,,,,,
고령,2023-01-10,정량한계미만,230,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
곡교천2,2023-01-10,정량한계미만,50000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
곰나루,2023-01-10,,1100,,,,,,,,,
공주2,2023-01-10,,40,,,,,,,,,
광주1,2023-01-10,정량한계미만,2200,,,,,,,,,
광주2,2023-01-10,정량한계미만,7200,,,,,,,,,
광주3,2023-01-10,정량한계미만,6800,,,,,,,,,
구례,2023-01-10,정량한계미만,58,,,,,,,,,
남지,2023-01-10,정량한계미만,70,,,,,,,,,
내린천2,2023-01-10,,,,,,,,,,,
단성,2023-01-10,,,,,,,,,,,
달성,2023-01-10,정량한계미만,5,,,,,,,,,
달천6,2023-01-10,,,,,,,,,,,
달천8,2023-01-10,정량한계미만,230,,,,,,,,,
담양,2023-01-10,정량한계미만,4000,,,,,,,,,
무안1,2023-01-10,정량한계미만,130,,,,,,,,,
미호강10,2023-01-10,정량한계미만,720,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
보성강7,2023-01-10,정량한계미만,80,,,,,,,,,
복하천6,2023-01-10,,,,,,,,,,,
부강,2023-01-10,정량한계미만,660,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
부여1,2023-01-10,정량한계미만,90,,,,,,,,,
부여2,2023-01-10,,,,,,,,,,,
산곡,2023-01-10,정량한계미만,60,,,,,,,,,
삼랑진2,2023-01-10,정량한계미만,260,,,,,,,,,
상주1,2023-01-10,정량한계미만,95,,,,,,,,,
성동,2023-01-10,,10,,,,,,,,,
성은천,2023-01-10,,,,,,,,,,,
성주,2023-01-10,정량한계미만,15,,,,,,,,,
신천5,2023-01-10,정량한계미만,7000,,,,,,,,,
양화,2023-01-10,,5,,,,,,,,,
양화천4,2023-01-10,정량한계미만,1300,,,,,,,,,
영산포1,2023-01-10,정량한계미만,490,,,,,,,,,
영춘,2023-01-10,,,,,,,,,,,
영평천3,2023-01-10,정량한계미만,670,,,,,,,,,
오대천3,2023-01-10,정량한계미만,80,,,,,,,,,
오산천2,2023-01-10,정량한계미만,1400,,,,,,,,,
오산천4,2023-01-10,정량한계미만,7200,,,,,,,,,
오산천6,2023-01-10,정량한계미만,34000,,,,,,,,,
옥동천3,2023-01-10,정량한계미만,20,,,,,,,,,
인북천1,2023-01-10,정량한계미만,1200,,,,,,,,,
임진강6,2023-01-10,,,,,,,,,,,
조양강,2023-01-10,정량한계미만,100,,,,,,,,,
주천강3,2023-01-10,정량한계미만,20,,,,,,,,,
진위천1,2023-01-10,,,,,,,,,,,
진위천2,2023-01-10,정량한계미만,1100,,,,,,,,,
창녕,2023-01-10,정량한계미만,230,,,,,,,,,
청미천6,2023-01-10,정량한계미만,900,,,,,,,,,
춘천1,2023-01-10,,,,,,,,,,,
평창강5,2023-01-10,정량한계미만,200,,,,,,,,,
하남,2023-01-10,정량한계미만,32,,,,,,,,,
하동,2023-01-10,정량한계미만,30,,,,,,,,,
한탄강1,2023-01-10,정량한계미만,2500,,,,,,,,,
홍천강3,2023-01-10,,,,,,,,,,,
화천,2023-01-10,정량한계미만,5,,,,,,,,,
가야천,2023-01-11,정량한계미만,1700,,,,,,,,,
가천,2023-01-11,0,93,,,,,,,,,
강경,2023-01-11,정량한계미만,83,,,,,,,,,
계산,2023-01-11,0,23,,,,,,,,,
관촌,2023-01-11,0,23,,,,,,,,,
광하,2023-01-11,정량한계미만,6,,,,,,,,,
금강갑문,2023-01-11,,,,,,,,,,,
금천,2023-01-11,정량한계미만,200,,,,,,,,,
길산천2,2023-01-11,,,,,,,,,,,
남강2,2023-01-11,정량한계미만,100,,,,,,,,,
남원천,2023-01-11,,,,,,,,,,,
노성천1,2023-01-11,,,,,,,,,,,
논산천1,2023-01-11,,,,,,,,,,,
대교천2,2023-01-11,,,,,,,,,,,
동진강1,2023-01-11,정량한계미만,2200,,,,,,,,,
동진강2,2023-01-11,정량한계미만,23000,,,,,,,,,
목면,2023-01-11,,,,,,,,,,,
무심천2,2023-01-11,정량한계미만,920,,,,,,,,,
보청천1,2023-01-11,정량한계미만,1600,,,,,,,,,
보청천2,2023-01-11,정량한계미만,920,,,,,,,,,
복하천2,2023-01-11,정량한계미만,18000,,,,,,,,,
복하천3,2023-01-11,정량한계미만,350000,,,,,,,,,
복하천5,2023-01-11,정량한계미만,240000,,,,,,,,,
봉황천,2023-01-11,정량한계미만,380,,,,,,,,,
사천천,2023-01-11,정량한계미만,120,,,,,,,,,
산북천,2023-01-11,,,,,,,,,,,
삼가천,2023-01-11,정량한계미만,22,,,,,,,,,
서곡천,2023-01-11,정량한계미만,320,,,,,,,,,
석성천1,2023-01-11,,,,,,,,,,,
석성천3,2023-01-11,,,,,,,,,,,
섬강2,2023-01-11,정량한계미만,540,,,,,,,,,
섬강4,2023-01-11,,,,,,,,,,,
섬강5,2023-01-11,정량한계미만,60,,,,,,,,,
세종2,2023-01-11,,,,,,,,,,,
안양천2,2023-01-11,정량한계미만,27000,,,,,,,,,
안양천4,2023-01-11,정량한계미만,33000,,,,,,,,,
안양천5,2023-01-11,정량한계미만,180000,,,,,,,,,
안양천6,2023-01-11,정량한계미만,29000,,,,,,,,,
양화천2,2023-01-11,정량한계미만,17000,,,,,,,,,
어천2,2023-01-11,정량한계미만,20,,,,,,,,,
연산천,2023-01-11,,,,,,,,,,,
영강1,2023-01-11,정량한계미만,33,,,,,,,,,
영강2,2023-01-11,정량한계미만,220,,,,,,,,,
영동,2023-01-11,정량한계미만,15,,,,,,,,,
영천강2,2023-01-11,정량한계미만,150,,,,,,,,,
오수천2,2023-01-11,0,23,,,,,,,,,
왕숙천2,2023-01-11,정량한계미만,9200,,,,,,,,,
왕숙천3,2023-01-11,정량한계미만,1400,,,,,,,,,
왕숙천5,2023-01-11,정량한계미만,9200,,,,,,,,,
요천3,2023-01-11,0,23,0,0,0.00006,0,0.00036,0,,,
용수천1,2023-01-11,,,,,,,,,,,
용수천2,2023-01-11,정량한계미만,370,,,,,,,,,
원주천1,2023-01-11,정량한계미만,1170,,,,,,,,,
원주천2,2023-01-11,정량한계미만,10800,,,,,,,,,
원평천1,2023-01-11,정량한계미만,8400,,,,,,,,,
위천2,2023-01-11,정량한계미만,80,,,,,,,,,
위천4,2023-01-11,정량한계미만,40,,,,,,,,,
유구천,2023-01-11,정량한계미만,53,,,,,,,,,
임실,2023-01-11,0,0,,,,,,,,,
정동,2023-01-11,정량한계미만,11,,,,,,,,,
정선1,2023-01-11,,,,,,,,,,,
정선2,2023-01-11,정량한계미만,6,,,,,,,,,
정안천,2023-01-11,정량한계미만,3400,,,,,,,,,
제원1,2023-01-11,정량한계미만,40,,,,,,,,,
지천2,2023-01-11,,,,,,,,,,,
청도천,2023-01-11,정량한계미만,110,,,,,,,,,
품곡천,2023-01-11,정량한계미만,2200,,,,,,,,,
항건천,2023-01-11,정량한계미만,1700,,,,,,,,,
형산강6,2023-01-11,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
황강4,2023-01-11,정량한계미만,310,,,,,,,,,
황강5,2023-01-11,정량한계미만,1400,,,,,,,,,
회인천,2023-01-11,정량한계미만,540,,,,,,,,,
가평천3,2023-01-11,정량한계미만,80,,,,,,,,,
관리천,2023-01-11,정량한계미만,24000,,,,,,,,,
구포,2023-01-11,정량한계미만,870,,,,,,,,,
논산천4,2023-01-11,정량한계미만,85,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
섬강3,2023-01-11,정량한계미만,90,,,,,,,,,
섬강6,2023-01-11,정량한계미만,70,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
소양강2,2023-01-11,정량한계미만,22,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
연기,2023-01-11,정량한계미만,680,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
옥천,2023-01-11,정량한계미만,120,,,,,,,,,
원주,2023-01-11,정량한계미만,150,,,,,,,,,
임진강3,2023-01-11,,,,,,,,,,,
제천천4,2023-01-11,,,,,,,,,,,
조종천4,2023-01-11,정량한계미만,50,,,,,,,,,
진위천5,2023-01-11,정량한계미만,24000,,,,,,,,,
진위천6,2023-01-11,정량한계미만,2600,,,,,,,,,
청평,2023-01-11,,,,,,,,,,,
춘성교,2023-01-11,정량한계미만,31,,,,,,,,,
충주,2023-01-11,정량한계미만,69,,,,,,,,,
한탄강5,2023-01-11,,,,,,,,,,,
현도,2023-01-11,,60,,,,,,,,,
형산강5,2023-01-11,정량한계미만,30,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
흑천3,2023-01-11,정량한계미만,330,,,,,,,,,
가대천,2023-01-12,정량한계미만,170,,,,,,,,,
간성북천,2023-01-12,정량한계미만,3,,,,,,,,,
감천1,2023-01-12,정량한계미만,390,,,,,,,,,
감천3,2023-01-12,정량한계미만,210,,,,,,,,,
거창동천1,2023-01-12,정량한계미만,530,,,,,,,,,
거창동천2,2023-01-12,정량한계미만,480,,,,,,,,,
거창위천1,2023-01-12,정량한계미만,290,,,,,,,,,
거창위천2,2023-01-12,정량한계미만,90,,,,,,,,,
고달,2023-01-12,정량한계미만,460,,,,,,,,,
고부천3,2023-01-12,,,,,,,,,,,
고사,2023-01-12,정량한계미만,8,,,,,,,,,
곡교천1,2023-01-12,정량한계미만,220,,,,,,,,,
곡성,2023-01-12,정량한계미만,58,,,,,,,,,
공릉천2,2023-01-12,정량한계미만,2800,,,,,,,,,
공릉천4,2023-01-12,정량한계미만,16000,,,,,,,,,
금산천,2023-01-12,정량한계미만,340,,,,,,,,,
남강6,2023-01-12,정량한계미만,10,,,,,,,,,
내동천,2023-01-12,정량한계미만,4400,,,,,,,,,
내성천1,2023-01-12,정량한계미만,25,,,,,,,,,
당진천2,2023-01-12,정량한계미만,1400,,,,,,,,,
대종천,2023-01-12,정량한계미만,35,,,,,,,,,
동홍천,2023-01-12,정량한계미만,250,,,,,,,,,
미로,2023-01-12,정량한계미만,6,,,,,,,,,
보성강6,2023-01-12,정량한계미만,34,,,,,,,,,
봉화,2023-01-12,정량한계미만,10,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,0.0013,정량한계미만,
산호천,2023-01-12,정량한계미만,33000,,,,,,,,,
서낙동강1,2023-01-12,0,430,,,,,,,,,
서낙동강2,2023-01-12,0,330,,,,,,,,,
서낙동강3,2023-01-12,0,2200,,,,,,,,,
서낙동강4,2023-01-12,0,660,,,,,,,,,
앙성천,2023-01-12,정량한계미만,330,,,,,,,,,
영덕천,2023-01-12,정량한계미만,1100,,,,,,,,,
영주서천1,2023-01-12,정량한계미만,2400,,,,,,,,,
영주서천2,2023-01-12,정량한계미만,350,,,,,,,,,
오산천1,2023-01-12,정량한계미만,8000,,,,,,,,,
오산천3,2023-01-12,정량한계미만,9600,,,,,,,,,
오산천5,2023-01-12,정량한계미만,31000,,,,,,,,,
오산천7,2023-01-12,정량한계미만,56000,,,,,,,,,
옹포천,2023-01-12,정량한계미만,1200,,,,,,,,,
와탄천,2023-01-12,정량한계미만,800,,,,,,,,,
외도천,2023-01-12,정량한계미만,800,,,,,,,,,
원서천1,2023-01-12,정량한계미만,110,,,,,,,,,
원평천3,2023-01-12,,,,,,,,,,,
장평천,2023-01-12,정량한계미만,92000,,,,,,,,,
전주,2023-01-12,정량한계미만,66,,,,,,,,,
전주천7,2023-01-12,정량한계미만,570,,,,,,,,,
정읍천4,2023-01-12,정량한계미만,210,,,,,,,,,
주수천,2023-01-12,정량한계미만,295,,,,,,,,,
죽령천,2023-01-12,정량한계미만,240,,,,,,,,,
진위천3,2023-01-12,정량한계미만,3600,,,,,,,,,
진위천4,2023-01-12,,,,,,,,,,,
창릉천3,2023-01-12,정량한계미만,1700,,,,,,,,,
창릉천4,2023-01-12,정량한계미만,9200,,,,,,,,,
창릉천5,2023-01-12,정량한계미만,16000,,,,,,,,,
창원천,2023-01-12,정량한계미만,4400,,,,,,,,,
천미천,2023-01-12,,,,,,,,,,,
탑천,2023-01-12,,,,,,,,,,,
함안천1,2023-01-12,정량한계미만,1300,,,,,,,,,
함안천2,2023-01-12,정량한계미만,10,,,,,,,,,
황강2,2023-01-12,정량한계미만,330,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
경안천10,2023-01-12,,,,,,,,,,,
경안천6,2023-01-12,,,,,,,,,,,
공릉천5,2023-01-12,정량한계미만,3500,,,,,,,,,
구의,2023-01-12,정량한계미만,30,,,,,,,,,
굴포천4,2023-01-12,정량한계미만,2700,,,,,,,,,
김제,2023-01-12,정량한계미만,240,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
노량진,2023-01-12,정량한계미만,1200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
동진강3,2023-01-12,정량한계미만,290,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
문산천4,2023-01-12,정량한계미만,30000,,,,,,,,,
안양천9,2023-01-12,정량한계미만,7000,,,,,,,,,
왕숙천6,2023-01-12,정량한계미만,7000,,,,,,,,,
중랑천3,2023-01-12,,,,,,,,,,,
탄천5,2023-01-12,정량한계미만,5900,,,,,,,,,
팔당,2023-01-12,정량한계미만,5,,,,,,,,,
행주,2023-01-12,정량한계미만,2900,,,,,,,,,
황구지천1,2023-01-12,정량한계미만,12000,,,,,,,,,
황구지천2,2023-01-12,,,,,,,,,,,
황구지천4,2023-01-12,정량한계미만,32000,,,,,,,,,
황구지천5,2023-01-12,정량한계미만,39000,,,,,,,,,
황구지천6,2023-01-12,정량한계미만,29000,,,,,,,,,
영덕,2023-01-13,정량한계미만,25,,,,,,,,,
영덕송천,2023-01-13,정량한계미만,120,,,,,,,,,
왕피천,2023-01-13,정량한계미만,40,,,,,,,,,
감천2,2023-01-16,,,,,,,,,,,
감천4,2023-01-16,정량한계미만,30000,,,,,,,,,
강정,2023-01-16,정량한계미만,4400,,,,,,,,,
골지천1,2023-01-16,,,,,,,,,,,
골지천3,2023-01-16,,,,,,,,,,,
광려천4,2023-01-16,정량한계미만,20000,,,,,,,,,
구미,2023-01-16,정량한계미만,16000,,,,,,,,,
금곡,2023-01-16,정량한계미만,27000,,,,,,,,,
길안천2,2023-01-16,정량한계미만,220,,,,,,,,,
남강천,2023-01-16,정량한계미만,1700,,,,,,,,,
동계,2023-01-16,정량한계미만,8000,,,,,,,,,
무주남대천1,2023-01-16,정량한계미만,2800,,,,,,,,,
미곡천,2023-01-16,,,,,,,,,,,
백천2,2023-01-16,정량한계미만,69000,,,,,,,,,
북하천,2023-01-16,,,,,,,,,,,
사천천,2023-01-16,,,,,,,,,,,
석곡천,2023-01-16,,,,,,,,,,,
송천3,2023-01-16,,,,,,,,,,,
송현천,2023-01-16,,,,,,,,,,,
신등천,2023-01-16,,,,,,,,,,,
신반천,2023-01-16,정량한계미만,35000,,,,,,,,,
신평천,2023-01-16,정량한계미만,12000,,,,,,,,,
양산천3,2023-01-16,정량한계미만,370000,,,,,,,,,
양천1,2023-01-16,,,,,,,,,,,
용산천,2023-01-16,,,,,,,,,,,
용암,2023-01-16,,,,,,,,,,,
원평천2,2023-01-16,정량한계미만,84000,,,,,,,,,
임해진,2023-01-16,정량한계미만,1500,,,,,,,,,
지석천2,2023-01-16,,,,,,,,,,,
지장천1,2023-01-16,정량한계미만,1120,,,,,,,,,
진원천,2023-01-16,,,,,,,,,,,
철암천,2023-01-16,정량한계미만,40,,,,,,,,,
청도천1,2023-01-16,,,,,,,,,,,
청도천2,2023-01-16,정량한계미만,21000,,,,,,,,,
토평천2,2023-01-16,정량한계미만,26000,,,,,,,,,
풍영정천1,2023-01-16,,,,,,,,,,,
하빈천,2023-01-16,,,,,,,,,,,
한천2,2023-01-16,,,,,,,,,,,
함양위천1,2023-01-16,정량한계미만,3600,,,,,,,,,
함양위천2,2023-01-16,정량한계미만,4800,,,,,,,,,
현풍,2023-01-16,정량한계미만,3400,,,,,,,,,
황강1,2023-01-16,정량한계미만,24000,,,,,,,,,
황강6,2023-01-16,정량한계미만,25000,,,,,,,,,
황룡강3,2023-01-16,,,,,,,,,,,
황지1,2023-01-16,정량한계미만,230,,,,,,,,,
황지2,2023-01-16,정량한계미만,3800,,,,,,,,,
고부천3,2023-01-16,,,,,,,,,,,
