place,date,penol,bacteria,pb,cr6,as,hg,cu,hcb,benzen,p,por
복하천4,2022-12-06,,,,,,,,,,,
복하천6,2022-12-06,,,,,,,,,,,
봉선사천,2022-12-06,,,,,,,,,,,
봉황천,2022-12-06,정량한계미만,1000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
부리,2022-12-06,,,,,,,,,,,
부항천,2022-12-06,0,3100,,,,,,,,,
산곡,2022-12-06,,,,,,,,,,,
삼랑진2,2022-12-06,정량한계미만,2900,,,,,,,,,
삼산천,2022-12-06,,,,,,,,,,,
삼포천1,2022-12-06,,,,,,,,,,,
삼포천2,2022-12-06,,,,,,,,,,,
삼호,2022-12-06,정량한계미만,37000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
상곡천,2022-12-06,,,,,,,,,,,
상주1,2022-12-06,,,,,,,,,,,
서낙동강1,2022-12-06,0,980,0,0,0,0,,,,,
서낙동강2,2022-12-06,0,730,0,0,0,0,,,,,
서낙동강3,2022-12-06,0,6100,0,0,0,0,,,,,
서낙동강4,2022-12-06,0,2000,0,0,0,0,,,,,
석성천2,2022-12-06,정량한계미만,580,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
석항천,2022-12-06,0,580,0,0,0,0,,,,,
성은천,2022-12-06,,,,,,,,,,,
성주,2022-12-06,,,,,,,,,,,
송야천,2022-12-06,,,,,,,,,,,
송천1,2022-12-06,정량한계미만,1680,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
수동천,2022-12-06,,,,,,,,,,,
수어천1,2022-12-06,0,251,,,,,,,,,
수어천2,2022-12-06,정량한계미만,1400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
수철천,2022-12-06,정량한계미만,4400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
식지천,2022-12-06,,,,,,,,,,,
신반천,2022-12-06,정량한계미만,3200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
신천2,2022-12-06,,,,,,,,,,,
신천5,2022-12-06,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
신화,2022-12-06,정량한계미만,540,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
쌍계천,2022-12-06,정량한계미만,540,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
쌍촌,2022-12-06,정량한계미만,140,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안망천,2022-12-06,,,,,,,,,,,
양산천3,2022-12-06,정량한계미만,15000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
양양,2022-12-06,정량한계미만,95,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
양화천1,2022-12-06,,,,,,,,,,,
양화천3,2022-12-06,,,,,,,,,,,
양화천4,2022-12-06,정량한계미만,420,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
어천1,2022-12-06,,,,,,,,,,,
영강3,2022-12-06,정량한계미만,3100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영동,2022-12-06,정량한계미만,110,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영산포2,2022-12-06,0,80,0.00003,0,0.00055,0,,,,,
영암천2,2022-12-06,,,,,,,,,,,
영주서천1,2022-12-06,정량한계미만,4300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영주서천2,2022-12-06,정량한계미만,3500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영춘,2022-12-06,,,,,,,,,,,
영평천3,2022-12-06,정량한계미만,1000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
오갑천,2022-12-06,,,,,,,,,,,
오대천2,2022-12-06,,,,,,,,,,,
오대천3,2022-12-06,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
오산천2,2022-12-06,,,,,,,,,,,
오산천4,2022-12-06,,,,,,,,,,,
오산천6,2022-12-06,,,,,,,,,,,
옥동천1,2022-12-06,,,,,,,,,,,
옥동천2,2022-12-06,0,460,0,0,0,0,,,,,
옥동천3,2022-12-06,정량한계미만,20,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
옥천천,2022-12-06,0,200,,,,,,,,,
옴천천1,2022-12-06,0,548,,,,,,,,,
용담,2022-12-06,,,,,,,,,,,
용암,2022-12-06,,,,,,,,,,,
용암천,2022-12-06,,,,,,,,,,,
용천,2022-12-06,정량한계미만,175,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
용호천,2022-12-06,정량한계미만,2100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
원심천,2022-12-06,,,,,,,,,,,
유동천1,2022-12-06,0,330,0,0,0,0,,,,,
유치천2,2022-12-06,0,1980,,,,,,,,,
음성천1,2022-12-06,,,,,,,,,,,
이사천1,2022-12-06,0,166,,,,,,,,,
이사천3,2022-12-06,정량한계미만,250,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
이안천,2022-12-06,정량한계미만,13000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
이원,2022-12-06,,,,,,,,,,,
인북천1,2022-12-06,정량한계미만,730,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
임진강3,2022-12-06,,,,,,,,,,,
임진강6,2022-12-06,,,,,,,,,,,
작동교,2022-12-06,0,16,,,,,,,,,
장성천1,2022-12-06,,,,,,,,,,,
전천,2022-12-06,0,520,0,0,0,0,,,,,
정읍천1,2022-12-06,정량한계미만,1700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정읍천2,2022-12-06,정량한계미만,4700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정읍천3,2022-12-06,정량한계미만,1900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정자천,2022-12-06,,,,,,,,,,,
제원1,2022-12-06,정량한계미만,100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
제원2,2022-12-06,,,,,,,,,,,
조양강,2022-12-06,정량한계미만,200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
조천1,2022-12-06,정량한계미만,2800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
주암댐,2022-12-06,0,346,0.00001,0,0.00062,0,,,,,
주천강3,2022-12-06,정량한계미만,30,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
중랑천1,2022-12-06,,,,,,,,,,,
지헌,2022-12-06,정량한계미만,310,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
진월,2022-12-06,정량한계미만,26,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
진위천1,2022-12-06,,,,,,,,,,,
진위천2,2022-12-06,,,,,,,,,,,
차천,2022-12-06,정량한계미만,7800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
창녕,2022-12-06,정량한계미만,2400,,,,,,,,,
창릉천3,2022-12-06,정량한계미만,9200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
창릉천4,2022-12-06,정량한계미만,54000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
창릉천5,2022-12-06,정량한계미만,54000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
천원천,2022-12-06,정량한계미만,1500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
청미천1,2022-12-06,,,,,,,,,,,
청미천3,2022-12-06,,,,,,,,,,,
청미천5,2022-12-06,,,,,,,,,,,
청미천6,2022-12-06,정량한계미만,2100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
초강2,2022-12-06,정량한계미만,5,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
추풍천,2022-12-06,,,,,,,,,,,
춘천1,2022-12-06,,,,,,,,,,,
춘천2,2022-12-06,정량한계미만,21,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
춘천3,2022-12-06,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
탐진강2,2022-12-06,0,166,,,,,,,,,
탐진강3,2022-12-06,정량한계미만,110,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
토평천2,2022-12-06,정량한계미만,16000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
평창강4,2022-12-06,0,590,0,0,0,0,,,,,
평창강5,2022-12-06,정량한계미만,20,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
포남,2022-12-06,정량한계미만,410,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
풍산천,2022-12-06,,,,,,,,,,,
하남,2022-12-06,정량한계미만,19000,,,,,,,,,
하빈천,2022-12-06,,,,,,,,,,,
하잠교,2022-12-06,0,20,,,,,,,,,
한천2,2022-12-06,,,,,,,,,,,
한탄강1,2022-12-06,정량한계미만,5700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
한탄강5,2022-12-06,,,,,,,,,,,
함평,2022-12-06,0,100,0.00003,0,0.00055,0,,,,,
함평천3,2022-12-06,,,,,,,,,,,
합천,2022-12-06,정량한계미만,2100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
홍천강3,2022-12-06,정량한계미만,52,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
화천,2022-12-06,정량한계미만,49,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
황강1,2022-12-06,정량한계미만,20000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
황강6,2022-12-06,정량한계미만,5000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
회야강1,2022-12-06,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
회야강2,2022-12-06,정량한계미만,3400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
회천3,2022-12-06,정량한계미만,4600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
횡천강1,2022-12-06,정량한계미만,360,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
횡천강2,2022-12-06,정량한계미만,3000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
횡천강3,2022-12-06,정량한계미만,3800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
내린천1,2022-12-06,,,,,,,,,,,
사미천,2022-12-06,,,,,,,,,,,
신천4,2022-12-06,,,,,,,,,,,
옥천,2022-12-06,정량한계미만,640,,,,,,,,,
왕숙천1,2022-12-06,,,,,,,,,,,
왕숙천4,2022-12-06,,,,,,,,,,,
응천,2022-12-06,,,,,,,,,,,
현도,2022-12-06,,54,,,,,,,,,
가곡천,2022-12-07,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
가평천3,2022-12-07,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
갑천6,2022-12-07,정량한계미만,44000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
경안천9,2022-12-07,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
계양천,2022-12-07,,,,,,,,,,,
고막원천3,2022-12-07,정량한계미만,420,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
고성천,2022-12-07,정량한계미만,1200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
고정천,2022-12-07,,,,,,,,,,,
곤지암천3,2022-12-07,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
골포천,2022-12-07,,,,,,,,,,,
관리천,2022-12-07,,,,,,,,,,,
관촌,2022-12-07,0,67,0.00003,0,0.00056,0,,,,,
광려천1,2022-12-07,정량한계미만,290,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
광려천3,2022-12-07,정량한계미만,3400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
광주1,2022-12-07,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
광주2,2022-12-07,정량한계미만,18000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
광주3,2022-12-07,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
광천천,2022-12-07,정량한계미만,2400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
구례,2022-12-07,정량한계미만,2000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
구포,2022-12-07,정량한계미만,3100,,,,,,,,,
굴포천2,2022-12-07,정량한계미만,22000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
굴포천3,2022-12-07,,,,,,,,,,,
궁촌천,2022-12-07,0,6400,0,,0,0,,,,,
금강천1,2022-12-07,,,,,,,,,,,
길산천1,2022-12-07,정량한계미만,660,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
나진포천,2022-12-07,,,,,,,,,,,
남강1,2022-12-07,,,,,,,,,,,
남강4,2022-12-07,,,,,,,,,,,
단장천1,2022-12-07,,,,,,,,,,,
단장천2,2022-12-07,0,5,,,,,,,,,
단장천3,2022-12-07,,,,,,,,,,,
담양,2022-12-07,정량한계미만,9200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
대강,2022-12-07,,,,,,,,,,,
대천천,2022-12-07,정량한계미만,3600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
대청,2022-12-07,,,,,,,,,,,
덕계천,2022-12-07,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
덕소천,2022-12-07,0,5200,0,,0,0,,,,,
덕천강3,2022-12-07,,,,,,,,,,,
덕풍천,2022-12-07,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
도심천,2022-12-07,0,120000,0,,0,0,,,,,
동창천1,2022-12-07,정량한계미만,940,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
동창천2,2022-12-07,,,,,,,,,,,
람천1,2022-12-07,정량한계미만,6200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
람천2,2022-12-07,정량한계미만,4600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
만봉천,2022-12-07,,,,,,,,,,,
매포천,2022-12-07,0,7,,,,,,,,,
무심천1,2022-12-07,,,,,,,,,,,
무심천3,2022-12-07,정량한계미만,210000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
무안1,2022-12-07,정량한계미만,2000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
무한천1,2022-12-07,정량한계미만,2800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
문평천,2022-12-07,,,,,,,,,,,
미곡천,2022-12-07,,,,,,,,,,,
미호강10,2022-12-07,정량한계미만,5100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
미호강2,2022-12-07,,,,,,,,,,,
미호강5,2022-12-07,정량한계미만,560,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
미호강9,2022-12-07,,,,,,,,,,,
밀양강1,2022-12-07,,,,,,,,,,,
반변천2,2022-12-07,,,,,,,,,,,
반월천,2022-12-07,정량한계미만,54000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
백곡천1,2022-12-07,정량한계미만,2400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
백곡천2,2022-12-07,정량한계미만,9200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
백천,2022-12-07,,,,,,,,,,,
병천천1,2022-12-07,,,,,,,,,,,
보강천1,2022-12-07,,,,,,,,,,,
보성강2,2022-12-07,,,,,,,,,,,
보성강7,2022-12-07,정량한계미만,680,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
부강,2022-12-07,정량한계미만,2500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
부일천,2022-12-07,,,,,,,,,,,
북천,2022-12-07,0,200,0,0,0,0,,,,,
사직,2022-12-07,정량한계미만,75,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
사천천,2022-12-07,,,,,,,,,,,
산곡천,2022-12-07,0,2700,0,,0,0,,,,,
삼척,2022-12-07,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
서곡천,2022-12-07,정량한계미만,2480,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
석남천,2022-12-07,,,,,,,,,,,
석문동천1,2022-12-07,정량한계미만,1100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
석문동천2,2022-12-07,정량한계미만,2800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
선행천,2022-12-07,정량한계미만,370000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
섬강2,2022-12-07,정량한계미만,3760,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
섬강3,2022-12-07,정량한계미만,90,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
섬강4,2022-12-07,정량한계미만,880,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
섬강5,2022-12-07,정량한계미만,460,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
섬강6,2022-12-07,정량한계미만,250,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
성암천,2022-12-07,,,,,,,,,,,
세종1,2022-12-07,,,,,,,,,,,
소양강2,2022-12-07,정량한계미만,220,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
소호천,2022-12-07,,,,,,,,,,,
신등천,2022-12-07,,,,,,,,,,,
아라천1,2022-12-07,정량한계미만,21000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
아라천2,2022-12-07,정량한계미만,1500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
양산천1,2022-12-07,정량한계미만,1700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
양산천2,2022-12-07,정량한계미만,320,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
양천1,2022-12-07,,,,,,,,,,,
영산천,2022-12-07,,,,,,,,,,,
영산포1,2022-12-07,정량한계미만,4000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영천강1,2022-12-07,,,,,,,,,,,
영평천1,2022-12-07,정량한계미만,540,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영평천2,2022-12-07,정량한계미만,1600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
오봉천,2022-12-07,,,,,,,,,,,
오수천2,2022-12-07,0,17,0.00002,0,0.00033,0,,,,,
옴천천2,2022-12-07,,,,,,,,,,,
요도천,2022-12-07,정량한계미만,1700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
요천1,2022-12-07,,,,,,,,,,,
요천3,2022-12-07,0,17,0.00003,0,0.00024,0.0000004,,,,,
용두천,2022-12-07,,,,,,,,,,,
용전천2,2022-12-07,,,,,,,,,,,
용호천,2022-12-07,,,,,,,,,,,
원주,2022-12-07,정량한계미만,70,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
원주천1,2022-12-07,정량한계미만,2100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
원주천2,2022-12-07,정량한계미만,7680,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
월문천,2022-12-07,0,15000,0,,0,0,,,,,
위천3,2022-12-07,,,,,,,,,,,
유등천1,2022-12-07,,,,,,,,,,,
유치천1,2022-12-07,,,,,,,,,,,
은산천,2022-12-07,정량한계미만,2000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
임실,2022-12-07,0,93,0.00002,0,0.00062,0,,,,,
임진강1,2022-12-07,0,0,,,,,,,,,
임천,2022-12-07,정량한계미만,550,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
장성천2,2022-12-07,,,,,,,,,,,
제천천4,2022-12-07,,,,,,,,,,,
조종천4,2022-12-07,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
조천2,2022-12-07,,,,,,,,,,,
지천1,2022-12-07,정량한계미만,80,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
진위천5,2022-12-07,,,,,,,,,,,
진위천6,2022-12-07,,,,,,,,,,,
천안천3,2022-12-07,,,,,,,,,,,
청평,2022-12-07,,,,,,,,,,,
초평천,2022-12-07,정량한계미만,920,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
추령천,2022-12-07,,,,,,,,,,,
춘성교,2022-12-07,정량한계미만,260,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
충주,2022-12-07,정량한계미만,250,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
충주천,2022-12-07,정량한계미만,5400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
칠장천,2022-12-07,정량한계미만,92000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
탐진강1,2022-12-07,,,,,,,,,,,
탐진강4,2022-12-07,0,210,0.00003,0,0.00084,0,,,,,
탐진강5,2022-12-07,0,30,0.00002,0,0.00062,0,,,,,
판교천,2022-12-07,정량한계미만,420,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
포천천,2022-12-07,정량한계미만,9200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
하동,2022-12-07,정량한계미만,250,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
한천,2022-12-07,,,,,,,,,,,
형산강5,2022-12-07,정량한계미만,190,,,,,,,,,
홍릉천,2022-12-07,0,5500,0,,0,0,,,,,
화양강,2022-12-07,0,550,0,0,0,0,,,,,
화천천,2022-12-07,,,,,,,,,,,
황지3,2022-12-07,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,
회룡천,2022-12-07,,,,,,,,,,,
흑천1,2022-12-07,정량한계미만,1600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
흑천3,2022-12-07,정량한계미만,220,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
곡교천2,2022-12-07,정량한계미만,7700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
굴포천1,2022-12-07,,,,,,,,,,,
적성,2022-12-07,정량한계미만,1100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
가대천,2022-12-08,정량한계미만,130,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
가양,2022-12-08,정량한계미만,20000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
가정천,2022-12-08,,,,,,,,,,,
간성북천,2022-12-08,정량한계미만,35,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
갑천1,2022-12-08,정량한계미만,200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
갑천2,2022-12-08,정량한계미만,600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
갑천3,2022-12-08,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
갑천4,2022-12-08,정량한계미만,51000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
갑천5,2022-12-08,정량한계미만,2500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
강경,2022-12-08,정량한계미만,250,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
경안천1,2022-12-08,정량한계미만,5200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
경안천10,2022-12-08,,,,,,,,,,,
경안천6,2022-12-08,,,,,,,,,,,
경호천,2022-12-08,,,,,,,,,,,
계산,2022-12-08,0,33,0.00002,0,0.00032,0,,,,,
계수천,2022-12-08,,,,,,,,,,,
곡수천1,2022-12-08,,,,,,,,,,,
곡정천,2022-12-08,,,,,,,,,,,
공릉천5,2022-12-08,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
광려천2,2022-12-08,,,,,,,,,,,
광하,2022-12-08,정량한계미만,10,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
구의,2022-12-08,정량한계미만,480,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
굴포천4,2022-12-08,정량한계미만,3800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
금강갑문,2022-12-08,,,,,,,,,,,
금곡천,2022-12-08,정량한계미만,1100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
금사천,2022-12-08,,,,,,,,,,,
금천,2022-12-08,정량한계미만,220,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
금호강2,2022-12-08,,,,,,,,,,,
금호강4,2022-12-08,,,,,,,,,,,
길산천2,2022-12-08,,,,,,,,,,,
길안천1,2022-12-08,,,,,,,,,,,
낙동강하구언1,2022-12-08,,,,,,,,,,,
낙동강하구언2,2022-12-08,,,,,,,,,,,
남천,2022-12-08,,,,,,,,,,,
내황,2022-12-08,정량한계미만,9800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
노량진,2022-12-08,정량한계미만,2200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
노성천1,2022-12-08,,,,,,,,,,,
논산천1,2022-12-08,,,,,,,,,,,
논산천4,2022-12-08,정량한계미만,330,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
대가천1,2022-12-08,,,,,,,,,,,
대가천2,2022-12-08,,,,,,,,,,,
대가천3,2022-12-08,,,,,,,,,,,
대교천2,2022-12-08,,,,,,,,,,,
대전천1,2022-12-08,정량한계미만,700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
대전천2,2022-12-08,정량한계미만,400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
대전천3,2022-12-08,정량한계미만,500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
대전천4,2022-12-08,정량한계미만,500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
동강1,2022-12-08,,,,,,,,,,,
동막천,2022-12-08,,,,,,,,,,,
동복천1,2022-12-08,,,,,,,,,,,
동복천2,2022-12-08,0,37,0.00002,0,0.00053,0,,,,,
동천,2022-12-08,정량한계미만,11000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
마포천,2022-12-08,,,,,,,,,,,
만대천,2022-12-08,,,,,,,,,,,
명촌,2022-12-08,정량한계미만,430,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
목면,2022-12-08,,,,,,,,,,,
목현천,2022-12-08,,,,,,,,,,,
문산천4,2022-12-08,정량한계미만,150000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
문호천,2022-12-08,,,,,,,,,,,
백천1,2022-12-08,,,,,,,,,,,
벽계천1,2022-12-08,,,,,,,,,,,
병보천,2022-12-08,,,,,,,,,,,
보성강1,2022-12-08,,,,,,,,,,,
보성강5,2022-12-08,,,,,,,,,,,
복계천,2022-12-08,,,,,,,,,,,
봉곡천,2022-12-08,,,,,,,,,,,
부기천,2022-12-08,,,,,,,,,,,
사탄천,2022-12-08,,,,,,,,,,,
산본천,2022-12-08,,,,,,,,,,,
산북천,2022-12-08,,,,,,,,,,,
석관천,2022-12-08,,,,,,,,,,,
석성천1,2022-12-08,,,,,,,,,,,
석성천3,2022-12-08,,,,,,,,,,,
성덕천,2022-12-08,,,,,,,,,,,
세종2,2022-12-08,,,,,,,,,,,
수홍천,2022-12-08,,,,,,,,,,,
신답,2022-12-08,정량한계미만,28000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
신령천,2022-12-08,,,,,,,,,,,
신천1,2022-12-08,정량한계미만,2800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
신천3,2022-12-08,정량한계미만,22000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
악양,2022-12-08,,,,,,,,,,,
